ProteinName	SampleID	Condition	NormIntensity	Ibaq	IbaqNorm	IbaqLog	IbaqPpb	MolecularWeight	TPA	CopyNumber	Moles[nmol]	Weight[ng]	Concentration[nM]
Q15269	PXD000396-Sample-4	HeLa	133956856	669784.28	3.37E-05	5.528131802	3373.896862	102387.2639	1308.335147	5.20673E+15	8.645981455	885238.3851	7.078668282
Q15286	PXD000396-Sample-4	HeLa	165665204	3451358.417	0.000173855	6.240186914	17385.48915	23010.76683	7199.464721	2.87E+16	47.57682969	1094779.334	38.95226898
Q15287	PXD000396-Sample-4	HeLa	137837614	3534297.795	0.000178033	6.250499992	17803.27875	34187.70157	4031.789435	1.60E+16	26.64361404	910883.9254	21.8137532
Q15291	PXD000396-Sample-4	HeLa	11870124	474804.96	2.39E-05	5.378712099	2391.729714	59115.6667	200.7948935	7.99096E+14	1.326929823	78442.34117	1.086388642
Q15293	PXD000396-Sample-4	HeLa	2739212716	15050619.32	0.000758143	6.879751223	75814.31634	38866.16478	70478.08116	2.80E+17	465.7462456	18101770.33	381.3174008
Q15363	PXD000396-Sample-4	HeLa	431586494	6850579.27	0.000345083	6.537924148	34508.34633	22746.38007	18973.85398	7.55E+16	125.3865189	2852089.414	102.6568908
Q15365	PXD000396-Sample-4	HeLa	3142022094	16802257.19	0.000846378	6.92756448	84637.82219	37473.94352	83845.51501	3.34E+17	554.0833856	20763689.5	453.6410942
Q15366	PXD000396-Sample-4	HeLa	2798311904	21861811.75	0.001101243	7.041883002	110124.2598	38555.5917	72578.62687	2.89E+17	479.6274589	18492320.47	392.6822765
Q15369	PXD000396-Sample-4	HeLa	558751544	15964329.83	0.000804169	6.905347544	80416.94007	12464.9989	44825.63926	1.78E+17	296.2250511	3692444.935	242.5264135
Q15370	PXD000396-Sample-4	HeLa	726312584	17293156.76	0.000871106	6.94007113	87110.62512	13124.55125	55339.99373	2.20E+17	365.7079462	4799752.683	299.4136932
Q15382	PXD000396-Sample-4	HeLa	574658246	10641819.37	0.000536059	6.729212735	53605.91768	20484.50997	28053.30695	1.12E+17	185.3870335	3797562.535	151.7807227
Q15388	PXD000396-Sample-4	HeLa	105928540	10592854	0.000533593	6.727209838	53359.26497	16287.65387	6503.609474	2.59E+16	42.97835079	700016.5015	35.1873862
Q15392	PXD000396-Sample-4	HeLa	192949579.5	1205934.872	6.07E-05	5.783520706	6074.642241	60061.99493	3212.507006	1.28E+16	21.22948088	1275084.973	17.3810751
Q15393	PXD000396-Sample-4	HeLa	2244991431	1411944.296	7.11E-05	5.852014415	7112.37121	135491.7413	16569.21233	6.59E+16	109.4957227	14835766.14	89.64672242
Q15397	PXD000396-Sample-4	HeLa	84935044	643447.303	3.24E-05	5.510709837	3241.229902	73538.28057	1154.97729	4.59642E+15	7.632533799	561283.4119	6.24893486
Q15404	PXD000396-Sample-4	HeLa	163518087	2096385.731	0.000105601	6.023668047	10560.10039	31520.692	5187.642676	2.06E+16	34.28193646	1080590.36	28.06742734
Q15424	PXD000396-Sample-4	HeLa	567124530	2554615	0.000128683	6.10952231	12868.33356	102579.519	5528.633157	2.20E+16	36.5353326	3747776.845	29.91233574
Q15427	PXD000396-Sample-4	HeLa	428513328	7141888.8	0.000359758	6.556009936	35975.75657	44357.11748	9660.531439	3.84E+16	63.84050437	2831780.752	52.2677218
Q15428	PXD000396-Sample-4	HeLa	582636494	5945270.347	0.00029948	6.47636846	29948.04382	49224.34335	11836.34873	4.71E+16	78.21914122	3850285.864	64.03984983
Q15436	PXD000396-Sample-4	HeLa	183254528	825470.8468	4.16E-05	5.618898592	4158.135063	86105.2555	2128.261823	8.46976E+15	14.06437203	1211016.347	11.51483203
Q15437	PXD000396-Sample-4	HeLa	175001279	625004.5679	3.15E-05	5.498080043	3148.328519	86423.51656	2024.926617	8.05852E+15	13.38149328	1156475.706	10.95574314
Q15459	PXD000396-Sample-4	HeLa	1429967614	1702342.398	8.58E-05	5.933243768	8575.190318	88830.51112	16097.70782	6.41E+16	106.3798398	9449775.541	87.09567579
Q15629	PXD000396-Sample-4	HeLa	466826401.5	10609690.94	0.000534441	6.727899585	53444.07751	43043.76759	10845.38895	4.32E+16	71.67049817	3084968.266	58.67832181
Q15631	PXD000396-Sample-4	HeLa	1141808974	8650067.985	0.000435729	6.639216373	43572.8907	26166.77804	43635.82601	1.74E+17	288.3623079	7545512.506	236.0890008
Q15637	PXD000396-Sample-4	HeLa	808294944	6415039.238	0.000323144	6.509396169	32314.4054	68285.9028	11836.92257	4.71E+16	78.22293335	5341523.624	64.04295454
Q15642	PXD000396-Sample-4	HeLa	29114357.5	539154.7685	2.72E-05	5.433910303	2715.878285	68310.20063	426.2080514	1.69616E+15	2.816546599	192398.8632	2.305972917
Q15645	PXD000396-Sample-4	HeLa	1784856518	3380410.072	0.000170281	6.231166239	17028.10184	48520.48014	36785.63181	1.46E+17	243.093592	11795017.81	199.0264389
Q15654	PXD000396-Sample-4	HeLa	364034708	1733498.61	8.73E-05	5.94112035	8732.133156	50255.46187	7243.684456	2.88E+16	47.86905069	2405681.252	39.19151719
Q15691	PXD000396-Sample-4	HeLa	975260747	5418115.261	0.000272926	6.436045092	27292.6114	29980.18997	32530.17236	1.29E+17	214.9718805	6444897.816	176.0025325
Q15714	PXD000396-Sample-4	HeLa	69162072	2881753	0.000145162	6.161853606	14516.22215	109609.9193	630.983696	2.5111E+15	4.169782755	457049.5513	3.413899172
Q15717	PXD000396-Sample-4	HeLa	474669755	4520664.333	0.000227719	6.357399113	22771.89188	36069.15021	13159.99274	5.24E+16	86.96628953	3136800.16	71.20134579
Q15738	PXD000396-Sample-4	HeLa	344342282	1663489.285	8.38E-05	5.92321686	8379.475968	41873.56902	8223.380287	3.27E+16	54.34325724	2275546.133	44.4921023
Q15758	PXD000396-Sample-4	HeLa	653071078	4535215.819	0.000228452	6.358794811	22845.19192	56562.25185	11546.05866	4.59E+16	76.30079289	4315744.664	62.46925295
Q15785	PXD000396-Sample-4	HeLa	255971818	1777582.069	8.95E-05	5.952026513	8954.194275	34537.75988	7411.36133	2.95E+16	48.97712391	1691560.145	40.09872279
Q15811	PXD000396-Sample-4	HeLa	38128812	515254.2162	2.60E-05	5.414218406	2595.4843	195299.9525	195.2320598	7.76958E+14	1.290168481	251969.8429	1.056291267
Q15813	PXD000396-Sample-4	HeLa	18031612.5	273206.25	1.38E-05	5.138687482	1376.218787	59308.99681	304.0282835	1.20993E+15	2.009135738	119159.8251	1.644926663
Q15819	PXD000396-Sample-4	HeLa	173908334	8695416.7	0.000438013	6.641487251	43801.32528	16352.23296	10635.14289	4.23E+16	70.28111135	1149253.105	57.54079815
Q15942	PXD000396-Sample-4	HeLa	963909419	4227672.89	0.00021296	6.328298229	21296.00936	61238.16717	15740.3375	6.26E+16	104.0181993	6369883.879	85.16214522
Q16181	PXD000396-Sample-4	HeLa	757961100	2460912.662	0.000123963	6.093293053	12396.32783	50647.99443	14965.27372	5.96E+16	98.89628001	5008898.239	80.96870947
Q16186	PXD000396-Sample-4	HeLa	141232996.2	3209840.823	0.000161689	6.208680348	16168.89527	42126.81145	3352.56791	1.33E+16	22.15505716	933321.9158	18.13886616
Q16204	PXD000396-Sample-4	HeLa	1546607195	8183106.852	0.000412207	6.615115074	41220.67261	53257.82876	29039.99714	1.16E+17	191.9074614	10220574.72	157.1191504
Q16222	PXD000396-Sample-4	HeLa	283021757	1014414.9	5.11E-05	5.708412471	5109.900827	58731.84674	4818.880603	1.92E+16	31.84501496	1870316.538	26.07226241
Q16401	PXD000396-Sample-4	HeLa	312178938	1051107.535	5.29E-05	5.723844002	5294.732231	56160.35974	5558.706167	2.21E+16	36.7340666	2062998.395	30.07504394
Q16513	PXD000396-Sample-4	HeLa	399119882	470660.2382	2.37E-05	5.374904362	2370.851553	111964.244	3564.708408	1.42E+16	23.5569631	2637537.565	19.28663951
Q16531	PXD000396-Sample-4	HeLa	1932290754	1104166.145	5.56E-05	5.745231279	5562.003772	126887.3236	15228.39871	6.06E+16	100.635111	12769319.9	82.39233132
Q16539	PXD000396-Sample-4	HeLa	38334929	672542.614	3.39E-05	5.52991666	3387.791387	41267.01032	928.9485403	3.6969E+15	6.138848957	253331.9432	5.026019964
Q16540	PXD000396-Sample-4	HeLa	49103854	2727991.889	0.000137417	6.138039927	13741.68303	17770.12538	2763.281235	1.10E+16	18.26082435	324497.1382	14.9505662
Q16543	PXD000396-Sample-4	HeLa	623447408	5937594.362	0.000299094	6.475807377	29909.37766	44439.99994	14028.9696	5.58E+16	92.70882253	4119980.068	75.90289257
Q16555	PXD000396-Sample-4	HeLa	456131229	1086026.736	5.47E-05	5.738037369	5470.630328	62254.56846	7326.87159	2.92E+16	48.41878324	3014290.456	39.64159615
Q16563	PXD000396-Sample-4	HeLa	360915474	9022886.85	0.000454509	6.657542363	45450.887	28546.70513	12642.98182	5.03E+16	83.54968268	2385068.155	68.40408944
Q16576	PXD000396-Sample-4	HeLa	2689929362	14944052.01	0.000752775	6.876665222	75277.50604	47790.17975	56286.23654	2.24E+17	371.9610823	17776086.98	304.5332828
Q16629	PXD000396-Sample-4	HeLa	997952544	15120493.09	0.000761663	6.881762806	76166.29071	27350.02553	36488.17595	1.45E+17	241.1278894	6594853.932	197.4170719
Q16630	PXD000396-Sample-4	HeLa	479949149.5	2823230.291	0.000142214	6.152943157	14221.42637	59173.41949	8110.890898	3.23E+16	53.59988413	3171688.428	43.88348526
Q16637	PXD000396-Sample-4	HeLa	206009379	4577986.2	0.000230606	6.362871331	23060.63868	31828.48571	6472.484456	2.58E+16	42.77266471	1361389.147	35.01898617
Q16658	PXD000396-Sample-4	HeLa	5360990514	8702906.679	0.000438391	6.641861179	43839.05446	54496.05242	98373.9239	3.91E+17	650.092695	35427485.59	532.2461729
Q16666	PXD000396-Sample-4	HeLa	163974201.5	553966.897	2.79E-05	5.445680666	2790.491254	88199.4351	1859.129838	7.39871E+15	12.28584445	1083604.54	10.05870969
Q16718	PXD000396-Sample-4	HeLa	161158630	8057931.5	0.000405901	6.608420423	40590.12821	13450.17476	11981.89859	4.77E+16	79.1809906	1064998.162	64.82733853
Q16719	PXD000396-Sample-4	HeLa	1706663338	4266658.345	0.000214924	6.33228472	21492.39036	52318.18603	32620.8431	1.30E+17	215.5710677	11278287.22	176.4931011
Q16740	PXD000396-Sample-4	HeLa	324028396	3375295.792	0.000170023	6.23050869	17002.33974	30160.60708	10743.43083	4.28E+16	70.99671972	2141304.167	58.12668355
Q16762	PXD000396-Sample-4	HeLa	45431230	3494710	0.000176039	6.245607995	17603.86359	33407.83746	1359.897361	5.41193E+15	8.986724381	300227.0274	7.357642526
Q16763	PXD000396-Sample-4	HeLa	264024878	4000376.939	0.000201511	6.304297767	20151.05401	23830.53643	11079.26709	4.41E+16	73.21605477	1744777.861	59.94370533
Q16775	PXD000396-Sample-4	HeLa	26695729	889857.6333	4.48E-05	5.651517382	4482.469903	33784.3179	790.1810858	3.14465E+15	5.221820288	176415.6366	4.275227033
Q16795	PXD000396-Sample-4	HeLa	69296042	923947.2267	4.65E-05	5.667844018	4654.18903	42482.57305	1631.163958	6.49148E+15	10.7793583	457934.8765	8.825314063
Q16822	PXD000396-Sample-4	HeLa	88411676	631511.9714	3.18E-05	5.50257844	3181.10819	70653.64025	1251.33929	4.97991E+15	8.269330926	584258.3323	6.770295639
Q16836	PXD000396-Sample-4	HeLa	559483935.2	3996313.823	0.000201306	6.303856437	20130.58692	34271.93635	16324.84169	6.50E+16	107.8808276	3697284.858	88.32456983
Q16851	PXD000396-Sample-4	HeLa	800103528	2198086.615	0.000110724	6.044241654	11072.39712	56904.72019	14060.40703	5.60E+16	92.9165732	5287391.599	76.07298292
Q16881	PXD000396-Sample-4	HeLa	2511549846	3924296.634	0.000197678	6.29595868	19767.81554	70862.2171	35442.72179	1.41E+17	234.2191265	16597286.59	191.7607053
Q16891	PXD000396-Sample-4	HeLa	1400354868	1667089.129	8.40E-05	5.924155671	8397.60942	83626.34944	16745.37843	6.66E+16	110.659896	9254083.135	90.59985847
Q17RY6	PXD000396-Sample-4	HeLa	101506840.5	2537671.013	0.00012783	6.106632171	12782.98181	18660.27673	5439.728573	2.16E+16	35.94781694	670796.2119	29.43132285
Q1KMD3	PXD000396-Sample-4	HeLa	335426596	986548.8118	4.97E-05	5.69631543	4969.531294	85052.16904	3943.774742	1.57E+16	26.06197912	2216627.853	21.33755501
Q27J81	PXD000396-Sample-4	HeLa	9789235	94127.25962	4.74E-06	4.675912267	474.146192	135539.7354	72.22409705	2.87428E+14	0.47728459	64691.02696	0.390764114
Q29RF7	PXD000396-Sample-4	HeLa	570614435	990650.0608	4.99E-05	5.698117122	4990.19047	150734.2974	3785.564697	1.51E+16	25.01646634	3770839.478	20.48156912
Q2NL82	PXD000396-Sample-4	HeLa	459554594	1265990.617	6.38E-05	5.804627339	6377.160375	91751.8463	5008.668626	1.99E+16	33.09920715	3036913.368	27.09909905
Q2TAL8	PXD000396-Sample-4	HeLa	51511847	1430884.639	7.21E-05	5.857801473	7207.779186	86381.87465	596.3270328	2.37318E+15	3.940758206	340410.0814	3.22639139
Q2TAY7	PXD000396-Sample-4	HeLa	506056892	1769429.692	8.91E-05	5.950030163	8913.128397	57507.22977	8799.882972	3.50E+16	58.15300854	3344218.424	47.61123525
Q32MZ4	PXD000396-Sample-4	HeLa	95094550	543397.4286	2.74E-05	5.437314431	2737.249789	89198.73035	1066.097574	4.24271E+15	7.045182477	628421.332	5.768056524
Q32P28	PXD000396-Sample-4	HeLa	122864128	1023867.733	5.16E-05	5.712440709	5157.517481	83341.08702	1474.232367	5.86695E+15	9.742294041	811933.3755	7.976245171
Q3LXA3	PXD000396-Sample-4	HeLa	497420820.1	1559312.916	7.85E-05	5.895130128	7854.709508	58910.03517	8443.736601	3.36E+16	55.79945645	3287147.942	45.68432683
Q3MHD2	PXD000396-Sample-4	HeLa	138207513	5758646.375	0.00029008	6.462517262	29007.96497	21687.12947	6372.789594	2.54E+16	42.11384275	913328.3601	34.47959314
Q3ZCQ8	PXD000396-Sample-4	HeLa	904008516	11589852.77	0.000583814	6.766274771	58381.43571	39621.54022	22816.08719	9.08E+16	150.7774725	5974035.691	123.4450615
Q4G0N4	PXD000396-Sample-4	HeLa	181655150	1164456.09	5.87E-05	5.768319968	5865.701636	49402.17201	3677.068084	1.46E+16	24.29947903	1200447.043	19.89455475
Q4J6C6	PXD000396-Sample-4	HeLa	152317933	2058350.446	0.000103685	6.01571617	10368.50568	83873.37076	1816.0464	7.22725E+15	12.00113253	1006575.438	9.825609346
Q4V328	PXD000396-Sample-4	HeLa	139400484	1010148.435	5.09E-05	5.706582047	5088.409411	95946.8643	1452.892547	5.78202E+15	9.601272306	921211.971	7.86078736
Q4VC31	PXD000396-Sample-4	HeLa	174886500	5465203.125	0.000275298	6.43980316	27529.80657	16609.49072	10529.3114	4.19E+16	69.58173622	1155717.202	56.96820329
Q52LJ0	PXD000396-Sample-4	HeLa	1378511328	20886535.27	0.001052115	7.022063256	105211.5105	45518.69753	30284.50731	1.21E+17	200.1316628	9109732.628	163.8524974
Q53FT3	PXD000396-Sample-4	HeLa	51272198	5127219.8	0.000258273	6.412078788	25827.28695	21613.6924	2372.209109	9.44059E+15	15.67646945	338826.3887	12.83469409
Q53GQ0	PXD000396-Sample-4	HeLa	810908684	27030289.47	0.001361594	7.134047549	136159.3748	34302.19208	23640.14178	9.41E+16	156.223142	5358796.222	127.9035591
Q53GS9	PXD000396-Sample-4	HeLa	315847708	940022.9405	4.74E-05	5.675335304	4735.167043	65339.69611	4833.93292	1.92E+16	31.94448645	2087243.037	26.15370206
Q53H82	PXD000396-Sample-4	HeLa	115923170	1932052.833	9.73E-05	5.98821585	9732.308126	32784.9434	3535.866102	1.41E+16	23.36636206	766064.8575	19.13058996
Q53H96	PXD000396-Sample-4	HeLa	76887742	1971480.564	9.93E-05	5.996989352	9930.916993	28644.90683	2684.16799	1.07E+16	17.73801363	508103.7477	14.52252877
Q58FF6	PXD000396-Sample-4	HeLa	1268200100	25364002	0.001277658	7.106414631	127765.8036	58227.57816	21780.05921	8.67E+16	143.9310015	8380753.64	117.8396947
Q58FF8	PXD000396-Sample-4	HeLa	92645708	2105584.273	0.000106064	6.02556948	10606.4361	44321.11247	2090.329029	8.3188E+15	13.81369755	612238.4429	11.30959894
Q58FG1	PXD000396-Sample-4	HeLa	3913424	195671.2	9.86E-06	4.99372376	985.6523471	47682.12486	82.07318805	3.26624E+14	0.542371168	25861.40975	0.444052026
Q5BJF2	PXD000396-Sample-4	HeLa	54695332	6836916.5	0.000344395	6.537057128	34439.52301	20834.16985	2625.270524	1.04E+16	17.34879654	361447.7737	14.20386759
Q5BKZ1	PXD000396-Sample-4	HeLa	260238932	1070942.107	5.39E-05	5.731962846	5394.644696	65613.05006	3966.267865	1.58E+16	26.21062232	1719758.874	21.4592527
Q5F1R6	PXD000396-Sample-4	HeLa	71325174	1132145.619	5.70E-05	5.756099142	5702.944463	61989.2732	1150.605102	4.57902E+15	7.603640699	471344.1606	6.2252794
Q5GLZ8	PXD000396-Sample-4	HeLa	294368130	667501.4286	3.36E-05	5.526649051	3362.39748	118487.3403	2484.384655	9.88701E+15	16.41776857	1945297.731	13.4416131
Q5H9R7	PXD000396-Sample-4	HeLa	94540686	732873.5349	3.69E-05	5.567225891	3691.69566	97607.63567	968.5787935	3.85462E+15	6.4007409	624761.1858	5.240437055
Q5JRX3	PXD000396-Sample-4	HeLa	53366069	485146.0818	2.44E-05	5.38806938	2443.820931	117338.0813	454.8060477	1.80997E+15	3.005533148	352663.4929	2.460700648
Q5JSH3	PXD000396-Sample-4	HeLa	180971355	558553.5648	2.81E-05	5.44926168	2813.595624	101303.7006	1786.423931	7.10936E+15	11.80537587	1195928.263	9.665338766
Q5JTH9	PXD000396-Sample-4	HeLa	566094485	612656.369	3.09E-05	5.489413805	3086.127075	143611.094	3941.857618	1.57E+16	26.04931003	3740969.911	21.32718253
Q5JTJ3	PXD000396-Sample-4	HeLa	99097452	7078389.429	0.000356559	6.552131304	35655.89189	14106.85376	7024.77347	2.80E+16	46.42240276	654874.0467	38.00711252
Q5JTV8	PXD000396-Sample-4	HeLa	161507520	1009422	5.08E-05	5.706269618	5084.75015	66208.26371	2439.386127	9.70793E+15	16.120401	1067303.761	13.19815129
Q5JVF3	PXD000396-Sample-4	HeLa	90551978	520413.6667	2.62E-05	5.418545545	2621.473942	45999.80159	1968.529752	7.83408E+15	13.00880112	598402.2705	10.65061131
Q5RI15	PXD000396-Sample-4	HeLa	57539906	4794992.167	0.000241538	6.382984754	24153.76041	13282.79643	4331.912056	1.72E+16	28.62693965	380245.8119	23.43754851
Q5RKV6	PXD000396-Sample-4	HeLa	122297707	3705991.121	0.000186681	6.271101226	18668.14762	28217.69665	4334.07831	1.72E+16	28.64125509	808190.2478	23.44926889
Q5SRE5	PXD000396-Sample-4	HeLa	95990300	175806.4103	8.86E-06	4.947231558	885.5876639	195917.043	489.9538014	1.94985E+15	3.237803013	634340.7922	2.650865446
Q5SSJ5	PXD000396-Sample-4	HeLa	39492912	731350.2222	3.68E-05	5.56632225	3684.022294	61169.27042	645.6332033	2.5694E+15	4.266592329	260984.3399	3.493159446
Q5T3I0	PXD000396-Sample-4	HeLa	47087518	871991.0741	4.39E-05	5.642708891	4392.470884	50350.84622	935.188215	3.72173E+15	6.180083125	311172.415	5.059779346
Q5T4S7	PXD000396-Sample-4	HeLa	421917529	91324.14048	4.60E-06	4.662782445	460.0260713	573476.4534	735.7190108	2.92791E+15	4.861913966	2788193.178	3.980563266
Q5T653	PXD000396-Sample-4	HeLa	866503940	61893138.57	0.003117736	7.493839358	311773.6146	33279.71027	26037.00372	1.04E+17	172.0625268	5726191.04	140.8716358
Q5T6F2	PXD000396-Sample-4	HeLa	125962386	692101.022	3.49E-05	5.542366343	3486.312736	117043.9142	1076.197655	4.2829E+15	7.111927697	832407.855	5.822702405
Q5T6V5	PXD000396-Sample-4	HeLa	50187146	727349.942	3.66E-05	5.563940261	3663.871727	39003.76776	1286.725588	5.12073E+15	8.503177183	331655.9481	6.961751067
Q5T8P6	PXD000396-Sample-4	HeLa	34114411	487348.7286	2.45E-05	5.390036689	2454.916299	113527.4899	300.4947175	1.19587E+15	1.985784576	225441.1383	1.625808517
Q5T9L3	PXD000396-Sample-4	HeLa	140593318	1849912.079	9.32E-05	5.96934794	9318.541423	62211.68759	2259.918087	8.99371E+15	14.93440722	929094.6764	12.2271503
Q5TC12	PXD000396-Sample-4	HeLa	10802543	771610.2143	3.89E-05	5.58959482	3886.823501	36413.64187	296.6619773	1.18061E+15	1.960456356	71387.35565	1.605071708
Q5TFE4	PXD000396-Sample-4	HeLa	187336477	1064411.801	5.36E-05	5.729306533	5361.74966	51811.86229	3615.706302	1.44E+16	23.89397679	1237991.435	19.56256054
Q5UIP0	PXD000396-Sample-4	HeLa	35969772	108999.3091	5.49E-06	4.739620597	549.0610005	274294.1522	131.1357596	5.21876E+14	0.866595496	237702.0768	0.709502106
Q5VTL8	PXD000396-Sample-4	HeLa	46050326	902947.5686	4.55E-05	5.657859385	4548.407687	64429.24438	714.7426056	2.84443E+15	4.723293819	304318.2517	3.867071693
Q5VTR2	PXD000396-Sample-4	HeLa	33715183	318067.7642	1.60E-05	5.204716508	1602.199191	113592.3036	296.8086915	1.1812E+15	1.961425899	222802.8863	1.605865497
Q5VW32	PXD000396-Sample-4	HeLa	222539849	2472664.989	0.000124555	6.095362132	12455.52769	46446.65039	4791.30028	1.91E+16	31.66275358	1470628.846	25.92304074
Q5VW36	PXD000396-Sample-4	HeLa	18739158	237204.5316	1.19E-05	5.077319834	1194.867734	199929.7029	93.72873431	3.73009E+14	0.619395497	123835.5577	0.507113655
Q5VYK3	PXD000396-Sample-4	HeLa	957106993	325104.2775	1.64E-05	5.214219536	1637.644141	204160.3907	4688.015094	1.87E+16	30.98020538	6324930.833	25.36422248
Q5XKP0	PXD000396-Sample-4	HeLa	23731645.5	2966455.688	0.000149429	6.174434717	14942.89405	13078.75973	1814.518043	7.22117E+15	11.99103256	156827.8337	9.817340264
Q5ZPR3	PXD000396-Sample-4	HeLa	110022748	2037458.296	0.000102633	6.01128558	10263.26589	57199.47673	1923.492212	7.65485E+15	12.71117575	727072.6014	10.40693842
Q687X5	PXD000396-Sample-4	HeLa	183273930	1593686.348	8.03E-05	5.904599704	8027.858414	51947.54127	3528.057835	1.40E+16	23.31476203	1211144.563	19.0883438
Q68CZ2	PXD000396-Sample-4	HeLa	10852480	208701.5385	1.05E-05	5.021722502	1051.289925	155168.6492	69.93990125	2.78337E+14	0.462189746	71717.35853	0.378405611
Q68E01	PXD000396-Sample-4	HeLa	47342147	315614.3133	1.59E-05	5.201353543	1589.84045	117993.8564	401.225525	1.59674E+15	2.651452463	312855.1013	2.170806467
Q6DD88	PXD000396-Sample-4	HeLa	728079064	1896039.229	9.55E-05	5.980044171	9550.897201	60503.4236	12033.68373	4.79E+16	79.52320671	4811426.261	65.1075189
Q6DKJ4	PXD000396-Sample-4	HeLa	40468475	642356.746	3.24E-05	5.509973141	3235.736452	48361.63352	836.7888355	3.33014E+15	5.529822209	267431.2351	4.527395448
Q6FI81	PXD000396-Sample-4	HeLa	419476036	2496881.167	0.000125775	6.099594726	12577.51157	33561.08173	12498.88306	4.97E+16	82.59742268	2772058.854	67.62445179
Q6GMV2	PXD000396-Sample-4	HeLa	23969154	1597943.6	8.05E-05	5.905758299	8049.303422	47309.93384	506.6410382	2.01626E+15	3.348078687	158397.3812	2.741150733
Q6GMV3	PXD000396-Sample-4	HeLa	58970580	3685661.25	0.000185657	6.268712269	18565.74019	15795.30442	3733.424722	1.49E+16	24.67190535	389700.2555	20.19946894
Q6IBS0	PXD000396-Sample-4	HeLa	162286301	1545583.819	7.79E-05	5.891289414	7785.552083	39523.27342	4106.094636	1.63E+16	27.13465136	1072450.245	22.215777
Q6KC79	PXD000396-Sample-4	HeLa	11121519	41498.20522	2.09E-06	4.320226166	209.038445	315853.9089	35.21095889	1.40128E+14	0.232687548	73495.27164	0.190506766
Q6NUK1	PXD000396-Sample-4	HeLa	296419312.6	1140074.279	5.74E-05	5.75913	5742.883414	53320.34307	5559.216154	2.21E+16	36.7374368	1958852.734	30.07780319
Q6NUM9	PXD000396-Sample-4	HeLa	66956738	743963.7556	3.75E-05	5.57374863	3747.560304	66776.66102	1002.696705	3.99039E+15	6.626205173	442475.8567	5.425029955
Q6NUQ4	PXD000396-Sample-4	HeLa	32065637	458080.5286	2.31E-05	5.363138684	2307.483923	77101.44497	415.8889242	1.6551E+15	2.74835384	211902.0524	2.250141902
Q6NUT3	PXD000396-Sample-4	HeLa	5389209	414554.5385	2.09E-05	5.319778526	2088.23094	52041.04467	103.556895	4.12121E+14	0.68434376	35613.96419	0.560288325
Q6NXE6	PXD000396-Sample-4	HeLa	85059026	1288773.121	6.49E-05	5.812373322	6491.922428	54107.36164	1572.041649	6.2562E+15	10.38865536	562102.7327	8.505436379
Q6NYC1	PXD000396-Sample-4	HeLa	77955258	1856077.571	9.35E-05	5.970792975	9349.598789	46433.1425	1678.871035	6.68134E+15	11.094625	515158.3037	9.083430321
Q6NZI2	PXD000396-Sample-4	HeLa	2014743155	14089112.97	0.000709709	6.851080503	70970.93118	43449.81951	46369.42518	1.85E+17	306.4269817	13314197.05	250.878974
Q6P1A2	PXD000396-Sample-4	HeLa	60533758	2017791.933	0.000101642	6.007073233	10164.20074	55998.09548	1080.996728	4.302E+15	7.143641815	400030.3365	5.848667499
Q6P1J9	PXD000396-Sample-4	HeLa	104026641	764901.7721	3.85E-05	5.585802519	3853.03114	60539.08317	1718.33856	6.83841E+15	11.35544158	687448.022	9.296966982
Q6P2E9	PXD000396-Sample-4	HeLa	232653945	478711.821	2.41E-05	5.382271004	2411.409701	151566.6836	1534.993968	6.10876E+15	10.14383005	1537466.679	8.304992139
Q6P2Q9	PXD000396-Sample-4	HeLa	3445697399	375511.9223	1.89E-05	5.276820582	1891.562006	273426.5617	12601.91175	5.02E+16	83.27827583	22770492.62	68.18188227
Q6P3X3	PXD000396-Sample-4	HeLa	17847296	446182.4	2.25E-05	5.351709287	2247.549613	96571.2287	184.8096606	7.3548E+14	1.221293261	117941.7908	0.999901505
Q6P587	PXD000396-Sample-4	HeLa	77876170	2359883.939	0.000118874	6.075087497	11887.41697	24525.58878	3175.302771	1.26E+16	20.983621	514635.6598	17.17978384
Q6P5R6	PXD000396-Sample-4	HeLa	23952764	5988191	0.000301642	6.479492496	30164.24754	14597.57459	1640.872862	6.53012E+15	10.84351847	158289.0697	8.8778435
Q6P996	PXD000396-Sample-4	HeLa	40026698	351111.386	1.77E-05	5.247641765	1768.649457	86652.30322	461.9230709	1.8383E+15	3.052565173	264511.803	2.499206872
Q6PD62	PXD000396-Sample-4	HeLa	123866997	434621.0421	2.19E-05	5.340307601	2189.311714	133419.8714	928.3999132	3.69472E+15	6.135223418	818560.7192	5.023051649
Q6PI48	PXD000396-Sample-4	HeLa	73747208	664389.2613	3.35E-05	5.524619456	3346.720594	73516.09896	1003.143652	3.99217E+15	6.629158769	487349.8921	5.427448134
Q6PIU2	PXD000396-Sample-4	HeLa	107035132	1019382.21	5.13E-05	5.710533902	5134.922602	45778.72842	2338.097534	9.30484E+15	15.45104705	707329.2867	12.65013547
Q6PJG6	PXD000396-Sample-4	HeLa	35469758	412439.0465	2.08E-05	5.317556626	2077.574596	88062.90344	402.7775217	1.60292E+15	2.661708654	234397.7922	2.179203451
Q6PKG0	PXD000396-Sample-4	HeLa	565723620	628581.8	3.17E-05	5.500558654	3166.34807	123434.1775	4583.200792	1.82E+16	30.2875522	3738519.093	24.79713103
